ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year
HEUR,EQY,BETASHARES WISDOMTREE EUROPE ETF - CURRENCY HEDGED          ,ETF UNITS           ,12.67,20190628,2019
HFR,EQY,HIGHFIELD RESOURCES LIMITED                                 ,ORDINARY            ,0.875,20190628,2019
HGH,EQY,HEARTLAND GROUP HOLDINGS LIMITED                            ,ORD FOR.EXEMPT NZX  ,1.5,20190516,2019
HGL,EQY,HUDSON INVESTMENT GROUP LIMITED                             ,ORDINARY            ,0.515,20190626,2019
HGM,EQY,HIGH GRADE METALS LIMITED                                   ,ORDINARY            ,0.007,20190628,2019
HGO,EQY,HILLGROVE RESOURCES LIMITED                                 ,ORDINARY            ,0.072,20190628,2019
HHM,EQY,HAMPTON HILL MINING NL                                      ,ORDINARY            ,0.016,20190628,2019
HHY,EQY,HHY FUND                                                    ,ORDINARY UNITS      ,0.045,20190621,2019
HIL,EQY,HILLS LIMITED                                               ,ORDINARY            ,0.175,20190628,2019
HIP,EQY,HIPO RESOURCES LIMITED                                      ,ORDINARY            ,0.008,20190627,2019
HIT,EQY,HITECH GROUP AUSTRALIA LIMITED                              ,ORDINARY            ,1.01,20190627,2019
HJPN,EQY,BETASHARES WISDOMTREE JAPAN ETF - CURRENCY HEDGED           ,ETF UNITS           ,11.55,20190628,2019
HLA,EQY,HEALTHIA LIMITED                                            ,ORDINARY            ,0.78,20190627,2019
HLO,EQY,HELLOWORLD TRAVEL LIMITED                                   ,ORDINARY            ,5.07,20190628,2019
HLS,EQY,HEALIUS LIMITED                                             ,ORDINARY            ,3.02,20190628,2019
HLX,EQY,HELIX RESOURCES LIMITED                                     ,ORDINARY            ,0.014,20190628,2019
HM1,EQY,HEARTS AND MINDS INVESTMENTS LIMITED                        ,ORDINARY            ,2.95,20190628,2019
HMD,EQY,HERAMED LIMITED                                             ,ORDINARY            ,0.19,20190628,2019
HML,EQY,HENRY MORGAN LIMITED                                        ,ORDINARY            ,1.99,20170609,2019
HMO,EQY,HEARMEOUT LIMITED                                           ,ORDINARY            ,0.068,20180510,2019
HMX,EQY,HAMMER METALS LIMITED                                       ,ORDINARY            ,0.023,20190628,2019
HNG,EQY,HGL LIMITED                                                 ,ORDINARY            ,0.4,20190627,2019
HNR,EQY,HANNANS LTD                                                 ,ORDINARY            ,0.01,20190628,2019
HOG,EQY,HAWKLEY OIL AND GAS LIMITED                                 ,ORDINARY            ,0.003,20170511,2019
HOR,EQY,HORSESHOE METALS LIMITED                                    ,ORDINARY            ,0.008,20190628,2019
HOT,EQY,HOTCOPPER HOLDINGS LIMITED                                  ,ORDINARY            ,0.175,20190621,2019
HPI,EQY,HOTEL PROPERTY INVESTMENTS                                  ,FPO/UNITS STAPLED   ,3.44,20190628,2019
HPR,EQY,HIGH PEAK ROYALTIES LIMITED                                 ,ORDINARY            ,0.074,20190628,2019
HRL,EQY,HRL HOLDINGS LTD                                            ,ORDINARY            ,0.115,20190628,2019
HRN,EQY,HORIZON GOLD LIMITED                                        ,ORDINARY            ,0.175,20190628,2019
HRR,EQY,HERON RESOURCES LIMITED                                     ,ORDINARY            ,0.575,20190628,2019
HSC,EQY,HOMESTAY CARE LIMITED                                       ,ORDINARY            ,0.019,20190628,2019
HSN,EQY,HANSEN TECHNOLOGIES LIMITED                                 ,ORDINARY            ,3.93,20190628,2019
HT1,EQY,HT&E LIMITED                                                ,ORDINARY            ,1.76,20190628,2019
HT8,EQY,HARRIS TECHNOLOGY GROUP LIMITED                             ,ORDINARY            ,0.012,20190628,2019
HTA,EQY,HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED            ,ORDINARY            ,0.115,20190628,2019
HUB,EQY,HUB24 LIMITED                                               ,ORDINARY            ,11.88,20190628,2019
HUO,EQY,HUON AQUACULTURE GROUP LIMITED                              ,ORDINARY            ,4.5,20190628,2019
HVN,EQY,HARVEY NORMAN HOLDINGS LIMITED                              ,ORDINARY            ,4.07,20190628,2019
HVST,EQY,BETASHARES AUSTRALIAN DIVIDEND HARVESTER FUND (MANAGED FUND),ETF UNITS           ,16.31,20190628,2019
HWK,EQY,HAWKSTONE MINING LIMITED                                    ,ORDINARY            ,0.021,20190628,2019
HXG,EQY,HEXAGON RESOURCES LIMITED                                   ,ORDINARY            ,0.094,20190628,2019
HYD,EQY,HYDRIX LIMITED                                              ,ORDINARY            ,0.022,20190628,2019
HZN,EQY,HORIZON OIL LIMITED                                         ,ORDINARY            ,0.105,20190628,2019
HZR,EQY,HAZER GROUP LIMITED                                         ,ORDINARY            ,0.26,20190628,2019
IAA,EQY,ISHARES ASIA 50 ETF                                         ,ETF UNITS           ,87.56,20190628,2019
IAB,EQY,IAB HOLDINGS LIMITED                                        ,ORDINARY            ,0.105,20190319,2019
IAF,EQY,ISHARES CORE COMPOSITE BOND ETF                             ,ETF UNITS           ,114.52,20190628,2019
IAG,EQY,INSURANCE AUSTRALIA GROUP LIMITED                           ,ORDINARY            ,8.26,20190628,2019
IAGPD,EQY,INSURANCE AUSTRALIA GROUP LIMITED                           ,CN 3M PER Q RD T-23 ,106.95,20190628,2019
IAM,EQY,INTIGER GROUP LIMITED                                       ,ORDINARY            ,0.001,20190628,2019
IAP,EQY,INVESTEC AUSTRALIA PROPERTY FUND                            ,ORDINARY UNITS      ,1.45,20190628,2019
IB8,EQY,IBOSSES CORPORATION LIMITED                                 ,ORDINARY            ,0.4,20170531,2019
IBC,EQY,IRONBARK CAPITAL LIMITED                                    ,ORDINARY            ,0.475,20190628,2019
IBG,EQY,IRONBARK ZINC LTD                                           ,ORDINARY            ,0.019,20190628,2019
IBN,EQY,IBUYNEW GROUP LIMITED                                       ,ORDINARY            ,0.024,20190628,2019
IBX,EQY,IMAGION BIOSYSTEMS LIMITED                                  ,ORDINARY            ,0.016,20190628,2019
ICG,EQY,INCA MINERALS LIMITED                                       ,ORDINARY            ,0.003,20190628,2019
ICI,EQY,ICANDY INTERACTIVE LIMITED                                  ,ORDINARY            ,0.043,20190628,2019
ICN,EQY,ICON ENERGY LIMITED                                         ,ORDINARY            ,0.014,20190628,2019
ICQ,EQY,ICAR ASIA LIMITED                                           ,ORDINARY            ,0.195,20190628,2019
ICS,EQY,ICSGLOBAL LIMITED                                           ,ORDINARY            ,1.01,20190626,2019
ICT,EQY,ICOLLEGE LIMITED                                            ,ORDINARY            ,0.064,20190628,2019
ICU,EQY,ISENTRIC LIMITED.                                           ,ORDINARY            ,0.006,20190628,2019
ID8,EQY,IDENTITII LIMITED                                           ,ORDINARY            ,0.44,20190628,2019
IDA,EQY,INDIANA RESOURCES LIMITED                                   ,ORDINARY            ,0.032,20190627,2019
IDT,EQY,IDT AUSTRALIA LIMITED                                       ,ORDINARY            ,0.165,20190628,2019
IDX,EQY,INTEGRAL DIAGNOSTICS LIMITED                                ,ORDINARY            ,3.16,20190628,2019
IDZ,EQY,INDOOR SKYDIVE AUSTRALIA GROUP LIMITED                      ,ORDINARY            ,0.018,20190628,2019
IEC,EQY,INTRA ENERGY CORPORATION LIMITED                            ,ORDINARY            ,0.012,20190627,2019
IEL,EQY,IDP EDUCATION LIMITED                                       ,ORDINARY            ,17.66,20190628,2019
IEM,EQY,ISHARES MSCI EMERGING MARKETS ETF                           ,ETF UNITS           ,61.46,20190628,2019
IEQ,EQY,INTERNATIONAL EQUITIES CORPORATION LIMITED.                 ,ORDINARY            ,0.035,20181025,2019
IEU,EQY,ISHARES EUROPE ETF                                          ,ETF UNITS           ,63.77,20190628,2019
IFL,EQY,IOOF HOLDINGS LIMITED                                       ,ORDINARY            ,5.17,20190628,2019
IFM,EQY,INFOMEDIA LTD                                               ,ORDINARY            ,1.705,20190628,2019
IFN,EQY,INFIGEN ENERGY                                              ,FPO/UNITS STAPLED   ,0.475,20190628,2019
IFRA,EQY,VANECK VECTORS FTSE GLOBAL INFRASTRUCTURE (HEDGED) ETF      ,ETF UNITS           ,21.43,20190628,2019
IFT,EQY,INFRATIL LIMITED.                                           ,ORDINARY FOR.EXEMPT ,4.44,20190628,2019
IGB,EQY,ISHARES TREASURY ETF                                        ,ETF UNITS           ,112.61,20190628,2019
IGE,EQY,INTEGRATED GREEN ENERGY SOLUTIONS LTD                       ,ORDINARY            ,0.175,20190628,2019
IGL,EQY,IVE GROUP LIMITED                                           ,ORDINARY            ,2.06,20190628,2019
IGN,EQY,IGNITE LIMITED                                              ,ORDINARY            ,0.045,20190628,2019
IGO,EQY,INDEPENDENCE GROUP NL                                       ,ORDINARY            ,4.72,20190628,2019
IHCB,EQY,ISHARES CORE GLOBAL CORPORATE BOND(AUD HEDGED) ETF          ,ETF UNITS           ,109.1,20190628,2019
IHD,EQY,ISHARES S&P/ASX DIVIDEND OPPORTUNITIES ETF                  ,ETF UNITS           ,14.36,20190628,2019
IHEB,EQY,ISHARES JP MORGAN USD EMERGING MKT BND AUD HDG ETF          ,ETF UNITS           ,106.42,20190627,2019
IHHY,EQY,ISHARES GLOBAL HIGH YIELD BOND (AUD HEDGED) ETF             ,ETF UNITS           ,106.05,20190628,2019
IHL,EQY,IMPRESSION HEALTHCARE LIMITED                               ,ORDINARY            ,0.04,20190628,2019
IHOO,EQY,ISHARES GLOBAL 100 AUD HEDGED ETF                           ,ETF UNITS           ,115.47,20190628,2019
IHR,EQY,INTELLIHR HOLDINGS LIMITED                                  ,ORDINARY            ,0.077,20190628,2019
IHVV,EQY,ISHARES S&P 500 AUD HEDGED ETF                              ,ETF UNITS           ,366.1,20190628,2019
IHWL,EQY,ISHARES CORE MSCI WORLD ALL CAP (AUD HEDGED) ETF            ,ETF UNITS           ,33.87,20190628,2019
IJH,EQY,ISHARES S&P MID-CAP ETF                                     ,ETF UNITS           ,275,20190628,2019
IJP,EQY,ISHARES MSCI JAPAN ETF                                      ,ETF UNITS           ,78.23,20190628,2019
IJR,EQY,ISHARES S&P SMALL-CAP ETF                                   ,ETF UNITS           ,110.43,20190628,2019
IKE,EQY,IKEGPS GROUP LIMITED                                        ,ORD FOR. EXEMPT NZX ,0.52,20190626,2019
IKO,EQY,ISHARES MSCI SOUTH KOREA ETF                                ,ETF UNITS           ,86.51,20190628,2019
IKW,EQY,IKWEZI MINING LIMITED                                       ,ORDINARY            ,0.001,20190627,2019
ILB,EQY,ISHARES GOVERNMENT INFLATION ETF                            ,ETF UNITS           ,126.49,20190628,2019
ILC,EQY,ISHARES S&P/ASX 20 ETF                                      ,ISHARES S&P/ASX20   ,26.5,20190628,2019
ILU,EQY,ILUKA RESOURCES LIMITED                                     ,ORDINARY            ,10.77,20190628,2019
IMA,EQY,IMAGE RESOURCES NL                                          ,ORDINARY            ,0.235,20190628,2019
IMC,EQY,IMMURON LIMITED                                             ,ORDINARY            ,0.12,20190628,2019
IMD,EQY,IMDEX LIMITED                                               ,ORDINARY            ,1.305,20190628,2019
IME,EQY,IMEXHS LIMITED                                              ,ORDINARY            ,0.054,20190628,2019
IMF,EQY,IMF BENTHAM LIMITED                                         ,ORDINARY            ,2.92,20190628,2019
IMM,EQY,IMMUTEP LIMITED                                             ,ORDINARY            ,0.025,20190628,2019
IMPQ,EQY,EINVEST FUTURE IMPACT SMALL CAPS FUND (MANAGED FUND)        ,TMF UNITS           ,3.95,20190607,2019
IMS,EQY,IMPELUS LIMITED                                             ,ORDINARY            ,0.01,20190628,2019
IMU,EQY,IMUGENE LIMITED                                             ,ORDINARY            ,0.016,20190628,2019
INA,EQY,INGENIA COMMUNITIES GROUP                                   ,FPO/UNITS STAPLED   ,3.24,20190628,2019
INCM,EQY,BETASHARES GLOBAL INCOME LEADERS ETF                        ,ETF UNITS           ,15.97,20190628,2019
IND,EQY,INDUS ENERGY NL                                             ,ORDINARY            ,0.021,20160803,2019
INES,EQY,INVESTSMART ETHICAL SHARE FUND (MANAGED FUND)               ,TMF UNITS           ,2.48,20190628,2019
INF,EQY,INFINITY LITHIUM CORPORATION LIMITED                        ,ORDINARY            ,0.078,20190628,2019
ING,EQY,INGHAMS GROUP LIMITED                                       ,ORDINARY            ,4.02,20190628,2019
INIF,EQY,INVESTSMART AUSTRALIAN EQUITY INCOME FUND (MANAGED FUND)    ,TMF UNITS           ,2.41,20190628,2019
INK,EQY,INDAGO ENERGY LIMITED                                       ,ORDINARY            ,0.037,20190628,2019
INP,EQY,INCENTIAPAY LIMITED                                         ,ORDINARY            ,0.045,20190628,2019
INR,EQY,IONEER LTD                                                  ,ORDINARY            ,0.135,20190628,2019
INV,EQY,INVESTSMART GROUP LIMITED                                   ,ORDINARY            ,0.062,20190628,2019
IOD,EQY,IODM LIMITED                                                ,ORDINARY            ,0.055,20190628,2019
IOO,EQY,ISHARES GLOBAL 100 ETF                                      ,ETF UNITS           ,70.32,20190628,2019
IOR,EQY,INDIORE LTD                                                 ,ORDINARY            ,0.069,20181206,2019
IOT,EQY,IOT GROUP LIMITED                                           ,ORDINARY            ,0.001,20190307,2019
IOZ,EQY,ISHARES CORE S&P/ASX 200 ETF                                ,ETF UNITS           ,27.38,20190628,2019
IP1,EQY,INTEGRATED PAYMENT TECHNOLOGIES LIMITED                     ,ORDINARY            ,0.017,20190628,2019
IPB,EQY,IPB PETROLEUM LIMITED                                       ,ORDINARY            ,0.034,20190628,2019
IPC,EQY,IMPERIAL PACIFIC LIMITED                                    ,ORDINARY            ,1.1,20190620,2019
IPD,EQY,IMPEDIMED LIMITED                                           ,ORDINARY            ,0.115,20190628,2019
IPH,EQY,IPH LIMITED                                                 ,ORDINARY            ,7.46,20190628,2019
IPL,EQY,INCITEC PIVOT LIMITED                                       ,ORDINARY            ,3.41,20190628,2019
IPT,EQY,IMPACT MINERALS LIMITED                                     ,ORDINARY            ,0.005,20190628,2019
IQ3,EQY,IQ3CORP LIMITED                                             ,ORDINARY            ,0.29,20190212,2019
IRC,EQY,INTERMIN RESOURCES LIMITED                                  ,ORDINARY            ,0.095,20190628,2019
IRD,EQY,IRON ROAD LIMITED                                           ,ORDINARY            ,0.053,20190628,2019
IRE,EQY,IRESS LIMITED                                               ,ORDINARY            ,13.93,20190628,2019
IRI,EQY,INTEGRATED RESEARCH LIMITED                                 ,ORDINARY            ,3.3,20190628,2019
